pressure,loading
1.0,0.0016776257472073
11.045226130653266,0.01848408974255
21.09045226130653,0.0352079193881004
31.1356783919598,0.0518497226380684
41.18090452261306,0.0684101015015102
51.22613065326632,0.0848896521190112
61.27135678391959,0.1012889648395884
71.31658291457286,0.1176086242976743
81.36180904522612,0.1338492094900621
91.4070351758794,0.150011293852693
101.45226130653263,0.166095445337185
111.49748743718592,0.1821022264870149
121.5427135678392,0.1980321945132501
131.58793969849245,0.2138859013697749
141.63316582914572,0.2296638938279248
151.67839195979897,0.2453667135504662
161.72361809045225,0.2609948971648791
171.76884422110552,0.2765489763358725
181.8140703517588,0.2920294778371007
191.85929648241205,0.3074369236220376
201.9045226130653,0.3227718308939685
211.94974874371857,0.3380347121750772
221.99497487437185,0.3532260753745978
232.0402010050251,0.3683464238560071
242.0854271356784,0.3833962565032341
252.13065326633165,0.3983760677858989
262.1758793969849,0.4132863478235132
272.22110552763814,0.4281275824487018
282.26633165829145,0.442900253269375
292.3115577889447,0.4576048377298874
302.35678391959794,0.4722418091711682
312.40201005025125,0.4868116368898205
322.4472361809045,0.5013147861961835
332.49246231155774,0.515751718471391
342.53768844221105,0.5301228912233853
352.5829145728643,0.544428758141935
362.6281407035176,0.5586697691526332
372.6733668341709,0.5728463704699058
382.7185929648241,0.5869590046490252
392.7638190954773,0.6010081106371541
402.8090452261306,0.6149941238234091
412.8542713567839,0.6289174760879677
422.8994974874372,0.642778595850263
432.9447236180904,0.6565779081161915
442.9899497487437,0.6703158345244736
453.03517587939695,0.683992793392054
463.0804020100502,0.6976091997586521
473.1256281407035,0.7111654654304161
483.1708542713568,0.7246619990227459
493.21608040201,0.7380992060022501
503.2613065326633,0.7514774887278872
513.3065326633165,0.7647972464913024
523.3517587939698,0.778058875556363
533.3969849246231,0.7912627691979188
543.4422110552763,0.8044093177397865
553.4874371859296,0.8174989085920211
563.5326633165829,0.8305319262874143
573.5778894472361,0.8435087525173137
583.6231155778894,0.8564297661667142
593.6683417085427,0.8692953433486944
603.7135678391959,0.8821058574381566
613.7587939698492,0.8948616791049422
623.8040201005025,0.907563176346278
633.8492462311557,0.920210714518636
643.894472361809,0.9328046563689492
653.9396984924623,0.9453453620652672
663.9849246231155,0.9578331892268094
674.0301507537688,0.9702684929534684
684.0753768844221,0.9826516258547582
694.1206030150753,0.9949829380782252
704.1658291457286,1.0072627773373355
714.2110552763819,1.0194914889388615
724.2562814070351,1.0316694158097597
734.3015075376884,1.0437968985235826
744.3467336683417,1.0558742753263903
754.3919597989949,1.0679018821622428
764.4371859296482,1.079880052698213
774.4824120603015,1.0918091183489915
784.5276381909547,1.1036894083010451
794.572864321608,1.1155212495363722
804.6180904522612,1.1273049668558843
814.6633165829145,1.139040882902346
824.7085427135678,1.1507293181829883
834.753768844221,1.1623705910917264
844.7989949748743,1.1739650179310277
854.8442211055276,1.185512912933423
864.8894472361808,1.1970145882826948
874.9346733668341,1.2084703541347352
884.9798994974874,1.219880518638059
895.0251256281406,1.2312453879540537
905.070351758794,1.24256526627688
915.1155778894472,1.2538404558531189
925.1608040201004,1.2650712570011051
935.2060301507536,1.276257968130003
945.251256281407,1.2874008857586083
955.2964824120602,1.2985003045338863
965.3417085427136,1.3095565172492782
975.3869346733668,1.3205698148627136
985.43216080402,1.3315404865144551
995.4773869346732,1.3424688195446466
1005.5226130653266,1.3533550995106836
1015.5678391959798,1.3641996102043412
1025.613065326633,1.3750026336686982
1035.6582914572864,1.3857644502148585
1045.7035175879396,1.396485338438485
1055.7487437185928,1.407165575236116
1065.7939698492462,1.417805435821312
1075.8391959798994,1.428405193740631
1085.8844221105526,1.4389651208894227
1095.929648241206,1.4494854875274217
1105.9748743718592,1.4599665622942364
1116.0201005025124,1.4704086122246307
1126.0653266331658,1.4808119027636817
1136.110552763819,1.491176697781755
1146.1557788944722,1.50150325958938
1156.2010050251256,688.1494881560284
1166.2462311557788,688.7097370749441
1176.291457286432,689.2605778120895
1186.3366834170854,689.8022303948966
1196.3819095477386,690.3349793587224
1206.4271356783918,690.8591593426295
1216.4723618090452,691.3751410063012
1226.5175879396984,691.8833177221971
1236.5628140703516,692.38409338823
1246.608040201005,692.8778716037793
1256.6532663316582,693.365046359721
1266.6984924623114,693.8459943134802
1276.7437185929648,694.321068653663
1286.788944723618,694.7905945052531
1296.8341708542712,695.2548657848273
1306.8793969849246,695.7141433843824
1316.9246231155778,696.1686545409113
1326.969849246231,696.6185932353471
1337.0150753768844,697.0641214577732
1347.0603015075376,697.5053711747039
1357.1055276381908,697.942446837847
1367.1507537688442,698.3754282812396
1377.1959798994974,698.8043738642353
1387.2412060301506,699.2293237308846
1397.286432160804,699.6503030711403
1407.3316582914572,700.0673252854535
1417.3768844221104,700.4803949711591
1427.4221105527638,700.8895106660199
1437.467336683417,701.2946673009674
1447.5125628140702,701.6958583299376
1457.5577889447236,702.093077519428
1467.6030150753768,702.4863203936587
1477.64824120603,702.8755853427881
1487.6934673366834,703.2608744113433
1497.7386934673366,703.6421937918383
1507.7839195979898,704.019554054444
1517.8291457286432,704.3929701476276
1527.8743718592964,704.7624612070259
1537.9195979899496,705.128050210613
1547.964824120603,705.4897635176748
1558.0100502512562,705.847630327433
1568.0552763819094,706.2016820905733
1578.1005025125628,706.5519519036677
1588.145728643216,706.8984739127435
1598.1909547738692,707.2412827482049
1608.2361809045224,707.5804130091742
1618.2814070351758,707.9158988112065
1628.326633165829,708.2477734073524
1638.3718592964822,708.5760688888364
1648.4170854271356,708.9008159682294
1658.4623115577888,709.2220438449715
