pressure,loading
1.0,0.0013237142115317
7.68561872909699,0.0101620074538258
14.37123745819398,0.0189802461472819
21.05685618729097,0.0277784984718537
27.74247491638796,0.0365568322989862
34.42809364548495,0.0453153151935666
41.11371237458194,0.0540540144159342
47.79933110367893,0.0627729969239431
54.48494983277592,0.071472329375079
61.170568561872905,0.0801520781286205
67.8561872909699,0.0888123092478458
74.54180602006689,0.0974530885022803
81.22742474916387,0.1060744813699819
87.91304347826086,0.1146765530398614
94.59866220735786,0.1232593684140325
101.28428093645483,0.1318229921101927
107.96989966555184,0.1403674884640328
114.65551839464882,0.1488929215316644
121.3411371237458,0.1573993550920748
128.02675585284285,0.1658868526495961
134.7123745819398,0.1743554774363958
141.39799331103677,0.1828052924149793
148.08361204013377,0.1912363602807021
154.76923076923077,0.1996487434643017
161.45484949832775,0.2080425041344283
168.14046822742475,0.2164177042001874
174.82608695652172,0.2247744053136923
181.51170568561872,0.2331126688726095
188.19732441471567,0.2414325560227134
194.8829431438127,0.2497341276604453
201.5685618729097,0.2580174444354609
208.25418060200667,0.266282566753185
214.93979933110367,0.2745295547773617
221.62541806020067,0.2827584684325943
228.31103678929765,0.290969367406887
234.99665551839465,0.2991623111541755
241.6822742474916,0.3073373588968504
248.36789297658865,0.3154945696282727
255.0535117056856,0.3236340021152833
261.7391304347826,0.3317557149006927
268.4247491638796,0.3398597663057683
275.11036789297657,0.3479462144327077
281.79598662207354,0.3560151171670952
288.4816053511706,0.3640665321803511
295.16722408026754,0.3721005169321639
301.8528428093645,0.3801171286729038
308.53846153846155,0.3881164244460318
315.2240802675585,0.3960984610904789
321.9096989966555,0.4040632952430261
328.5953177257525,0.4120109833406496
335.2809364548495,0.4199415816228675
341.96655518394647,0.4278551461340515
348.65217391304344,0.4357517327257376
355.33779264214047,0.4436313970589057
362.02341137123744,0.451494194606247
368.7090301003344,0.4593401806544152
375.39464882943145,0.4671694103062528
382.0802675585284,0.4749819384830088
388.7658862876254,0.4827778199265218
395.4515050167224,0.4905571092014008
402.1371237458194,0.4983198606971764
408.8227424749164,0.5060661286304368
415.5083612040133,0.5137959670469457
422.1939799331104,0.5215094298237306
428.87959866220734,0.5292065706711734
435.5652173913043,0.5368874431350535
442.25083612040135,0.5445521005986025
448.9364548494983,0.5522005962845125
455.6220735785953,0.5598329832569381
462.30769230769226,0.5674493144234797
468.9933110367893,0.575049642537152
475.6789297658863,0.5826340201983133
482.3645484949832,0.5902024998566079
489.0501672240802,0.5977551338128574
495.7357859531773,0.6052919742209593
502.4214046822742,0.612813073089752
509.1070234113712,0.620318482284866
515.7926421404682,0.6278082535305644
522.4782608695652,0.6352824384115517
529.1638795986622,0.6427410883747793
535.8494983277592,0.6501842547312187
542.5351170568562,0.6576119886576417
549.2207357859531,0.6650243411983532
555.9063545150501,0.6724213632669324
562.5919732441471,0.6798031056479464
569.2775919732442,0.6871696189986539
575.9632107023411,0.6945209538506848
582.6488294314381,0.7018571606117137
589.3344481605351,0.7091782895671161
596.0200668896321,0.7164843908816049
602.705685618729,0.7237755146008608
609.3913043478261,0.731051710653138
616.0769230769231,0.7383130288508787
622.7625418060201,0.7455595188922787
629.448160535117,0.7527912303628779
636.133779264214,0.760008212737111
642.819397993311,0.7672105153798648
649.505016722408,0.7743981875480053
656.190635451505,0.7815712783919141
662.876254180602,0.7887298369569994
669.561872909699,0.7958739121852016
676.247491638796,0.8030035529164897
682.9331103678929,0.8101188078903425
689.6187290969899,0.8172197257472403
696.3043478260869,425.4800551084013
702.989966555184,425.8516283421327
709.6755852842809,426.2305438381426
716.3612040133779,426.6175390298139
723.0468227424749,427.0131765032222
729.7324414715719,427.41782605899743
736.4180602006688,427.8316492462616
743.1036789297658,428.2545874250752
749.7892976588629,428.68635441200064
756.4749163879599,429.1264346698171
763.1605351170568,429.5740878105314
769.8461538461538,430.0283598943551
776.5317725752508,430.4881016417519
783.2173913043478,430.9519932583783
789.9030100334448,431.4185751406617
796.5886287625418,431.88628332539577
803.2742474916388,432.3534882125032
809.9598662207358,432.8185348622707
816.6454849498327,433.2797830715265
823.3311036789297,433.7356454766134
830.0167224080267,434.1846221072204
836.7023411371238,434.625330101721
843.3879598662207,435.05652765790376
850.0735785953177,435.4771316933436
856.7591973244147,435.88622908754553
863.4448160535117,436.2830817388091
870.1304347826086,436.667125966659
876.8160535117056,437.0379670102124
883.5016722408027,437.39536950910735
890.1872909698997,437.7392449106479
896.8729096989966,438.06963673539576
903.5585284280936,438.38670456827833
910.2441471571906,438.6907075396188
916.9297658862876,438.98198793593474
923.6153846153844,439.26095544753537
930.3010033444816,439.5280724296769
936.9866220735786,439.7838404341143
943.6722408026756,440.0287881631725
950.3578595317724,440.2634609113848
957.0434782608696,440.4884114907769
963.7290969899664,440.7041925840796
970.4147157190636,440.911350433736
977.1003344481604,441.110419751271
983.7859531772576,441.30191971895295
990.4715719063544,441.4863509514009
997.1571906354516,441.6641932867233
1003.8428093645484,441.8359042830712
1010.5284280936454,442.0019183056695
1017.2140468227424,442.1626461001948
1023.8996655518396,442.3184747599243
1030.5852842809363,442.46976800567313
1037.2709030100334,442.6168667087127
1043.9565217391305,442.7600895973035
1050.6421404682274,442.8997340970028
1057.3277591973244,443.036077263441
1064.0133779264213,443.1693767737572
1070.6989966555184,443.2998719494152
1077.3846153846152,443.42778478870827
1084.0702341137123,443.5533209919949
1090.7558528428094,443.67667096669095
1097.4414715719065,443.7980108023385
1104.1270903010034,443.9175032087853
1110.8127090301002,444.03529841271103
1117.4983277591973,444.151535009514
1124.1839464882942,444.2663407689726
1130.8695652173913,444.3798333942048
1137.5551839464883,444.4921212342939
1144.2408026755852,444.60330395159065
1150.9264214046823,444.7134731451683
1157.6120401337791,444.8227129322515
1164.2976588628762,444.9311004896373
1170.983277591973,445.0387065572932
1177.6688963210702,445.1455959063488
1184.3545150501673,445.2518277737344
1191.040133779264,445.3574562656793
1197.7257525083612,445.46253073222255
1204.411371237458,445.5670961148151
1211.0969899665552,445.67119326898967
1217.7826086956522,445.7748592639698
1224.468227424749,445.8781276609827
1231.1538461538462,445.981028771918
1237.839464882943,446.083589899868
1244.52508361204,446.1858355629693
1251.210702341137,446.2877877028592
1257.896321070234,446.389465878951
1264.5819397993312,446.4908874496421
1271.267558528428,446.59206774146656
1277.953177257525,446.6930202071202
1284.638795986622,446.7937565732067
1291.324414715719,446.89428697846967
1298.010033444816,446.9946201032149
1304.695652173913,447.0947632905543
1311.38127090301,447.1947226600492
1318.066889632107,447.2945032142735
1324.752508361204,447.3941089387694
1331.438127090301,447.4935428958244
1338.123745819398,447.592807312454
1344.8093645484946,447.691903662945
1351.494983277592,447.7908327462749
1358.180602006689,447.8895947586972
1364.866220735786,447.988189361756
1371.551839464883,448.0866157459706
1378.2374581939798,448.1848726904086
1384.923076923077,448.28295861834766
1391.6086956521738,448.3808716492154
1398.2943143812709,448.4786096469752
1404.979933110368,448.5761702651202
1411.6655518394648,448.6735509884235
1418.351170568562,448.7707491715837
1425.0367892976587,448.86776207490135
1431.7224080267558,448.9645868971086
1438.4080267558527,449.061220805473
1445.0936454849498,449.1576609632913
1451.7792642140469,449.2539045548837
1458.4648829431435,449.3499488081943
1465.1505016722408,449.4457910151061
1471.8361204013377,449.5414285495671
1478.5217391304348,449.636858883631
1485.2073578595316,449.7320796015093
1491.8929765886287,449.8270884117288
1498.5785953177258,449.9218831574914
1505.2642140468226,450.0164618253276
1511.9498327759195,450.1108225521351
1518.6354515050166,450.2049636306942
1525.3210702341137,450.2988835137463
1532.0066889632103,450.3925808167267
1538.6923076923076,450.4860543192332
1545.3779264214047,450.5793029653197
1552.0635451505016,450.67232586269466
1558.7491638795989,450.7651222809086
1565.4347826086955,450.85769164860665
1572.1204013377926,450.95003354992906
1578.8060200668897,451.0421477201336
1585.4916387959863,451.1340340405117
1592.1772575250836,451.2256925326749
1598.8628762541805,451.3171233522786
1605.5484949832776,451.4083267822528
1612.2341137123744,451.49930322560215
1618.9197324414715,451.5900531978445
1625.6053511705686,451.6805773191391
1632.2909698996657,451.7708763061755
1638.9765886287626,451.860950963865
1645.6622073578594,451.9508021768989
1652.3478260869565,452.0404309012165
1659.0334448160534,452.1298381554373
1665.7190635451504,452.21902501229584
1672.4046822742475,452.3079925901276
1679.0903010033444,452.3967420444424
1685.7759197324417,452.4852745596251
1692.4615384615383,452.57359134079655
1699.1471571906354,452.6616936058679
1705.8327759197325,452.7495825778187
1712.5183946488294,452.8372594772247
1719.2040133779265,452.9247255150616
1725.889632107023,453.0119818858061
1732.5752508361204,453.0990297608543
1739.2608695652173,453.18587028227626
1745.9464882943143,453.2725045569214
1752.6321070234112,453.3589336508878
1759.3177257525083,453.44515858436847
1766.0033444816054,453.5311803268816
1772.6889632107022,453.6169997928934
1779.374581939799,453.7026178378385
1786.0602006688962,453.7880352545421
1792.7458193979933,453.8732527700452
1799.43143812709,453.95827104283217
1806.1170568561872,454.0430906604622
1812.8026755852843,454.12771213759817
1819.4882943143807,454.2121359144311
1826.1739130434785,454.2963623554944
1832.859531772575,454.3803917488592
1839.545150501672,454.46422430570544
1846.230769230769,454.5478601602561
1852.916387959866,454.6312993700685
1859.6020066889632,454.7145419166686
1866.28762541806,454.797587706516
1872.9732441471567,454.8804365722903
1879.658862876254,454.9630882744808
1886.3444816053511,455.0455425032696
1893.030100334448,455.1277988806898
1899.715719063545,455.2098569630465
1906.4013377926424,455.2917162435834
1913.086956521739,455.3733761553804
1919.772575250836,455.454836074463
1926.458193979933,455.5360953231126
1933.14381270903,455.6171531733541
1939.8294314381271,455.69800885061153
1946.515050167224,455.7786615375076
1953.200668896321,455.8591103777976
1959.886287625418,455.9393544804156
1966.571906354515,456.01939292361874
1973.257525083612,456.0992247592157
1979.943143812709,456.17884901685744
1986.628762541806,456.25826470838126
1993.314381270903,456.3374708321869
