pressure,uptake
1243.889447236181,20.34393620870393
1251.4221105527638,20.35727432879533
1258.9547738693468,20.3704594785726
1266.4874371859296,20.383496401545145
1274.0201005025126,20.396389358971568
1281.5527638190956,20.409142211831945
1289.0854271356784,20.4217584849942
1296.6180904522614,20.43424141836308
1304.1507537688442,20.44659400833821
1311.6834170854272,20.4588190419174
1319.21608040201,20.470919125119007
1326.748743718593,20.48289670692972
1334.281407035176,20.4947540996716
1341.8140703517588,20.506493496452467
1349.3467336683418,20.518116986206568
1356.8793969849246,20.529626566716644
1364.4120603015076,20.541024155925115
1371.9447236180906,20.552311601779127
1379.4773869346734,20.563490690808298
1387.0100502512564,20.57456315559903
1394.5427135678392,20.585530681301147
1402.0753768844222,20.596394911281585
1409.608040201005,20.607157452024477
1417.140703517588,20.617819877360457
